ASMS_BATCH_NUM,COMPOUND_ID,COMPOUND_FORMULA,SMILES,POOL_NAME,POOL_ID,POOL_SIZE,PROTEIN_NUMBER,TARGET_ID,PROTEIN_ID,PROTEIN_SEQ,PROTEIN_TAG,INCUBATION_VOLUME,PROTEIN_CONC,COMPOUND_CONC,MS_REPRODUCABILITY,POS_INT_REP1,POS_INT_REP2,POS_INT_REP3,TARGET_VALUE,SELECTIVE_VALUE,NTC_VALUE,ENRICHMENT,SELECTIVE_ENRICHMENT,PVALUE,BINARY_LABEL,SPR,KD
6,XS383486a,C15H17FN2O3,O=C(C1CC(=O)N(c2ccc(F)cc2)C1)N1CCOCC1,ChemDivA06,ASTPP000932,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,18243.54492,14917.01074,12053.518553333332,24313.06380333333,3000.0,4.0178395177777775,0.4957630453666143,0.7317252021252559,N,N,
6,XS383486a,C15H17FN2O3,O=C(C1CC(=O)N(c2ccc(F)cc2)C1)N1CCOCC1,ChemDivA06,ASTPP000932,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,3000.0,3000.0,24313.06380333333,3000.0,1.0,0.1233904547887008,1.0,N,N,
6,XS043602c;XS379412aCL,C14H19NO4;C14H19NO4,CCCc1nc2c(o1)C(C(=O)OC)C(C)(C)CC2=O;COc1cc2c(cc1OC)CN(CCC(=O)O)CC2,ChemDivB01,ASTPP000923,464,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3641.077393,3000.0,3000.0,3213.692464333333,411780.78126666666,3000.0,1.0712308214444444,0.007804377014507,1.4992641448421994e-08,N,N,
6,XS043602c;XS379412aCL,C14H19NO4;C14H19NO4,CCCc1nc2c(o1)C(C(=O)OC)C(C)(C)CC2=O;COc1cc2c(cc1OC)CN(CCC(=O)O)CC2,ChemDivB01,ASTPP000923,464,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,376554.5625,280097.8438,468021.0,374891.1354333333,411780.78126666666,3000.0,124.9637118111111,0.9104143575621518,0.055865522603663,N,N,
6,XS379264a;XS384008a;XS384048a,C11H17N3O;C11H17N3O;C11H17N3O,Cc1cc(C(=O)N2CCCCC2)nn1C;CCCNC(=O)NC(C)c1ccccn1;CC1CC1C(=O)NCCCn1ccnc1,ChemDivB03,ASTPP000927,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,3000.0,3000.0,63086.49739666667,3000.0,1.0,0.0475537575202029,1.0,N,N,
6,XS379264a;XS384008a;XS384048a,C11H17N3O;C11H17N3O;C11H17N3O,Cc1cc(C(=O)N2CCCCC2)nn1C;CCCNC(=O)NC(C)c1ccccn1;CC1CC1C(=O)NCCCn1ccnc1,ChemDivB03,ASTPP000927,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,10069.56738,10837.37793,15258.03516,12054.99349,63086.49739666667,3000.0,4.018331163333333,0.1910867457770282,0.1198216868137588,N,N,
6,XS382312a;PK005210c,C11H16N6;C11H16N6,CCn1cnnc1-c1nn(C)c2c1CNCC2;CC1CCN(c2ncnc3c2nnn3C)CC1,ChemDivB03,ASTPP000927,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,94814.6875,84699.98438,85715.85156,88410.17447999999,104680.84636333334,4337.093261999999,20.384660679219675,0.8445687778749895,2.360670549455339e-06,N,N,
6,XS382312a;PK005210c,C11H16N6;C11H16N6,CCn1cnnc1-c1nn(C)c2c1CNCC2;CC1CCN(c2ncnc3c2nnn3C)CC1,ChemDivB03,ASTPP000927,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,4555.723145,4998.770508,4681.419922,4745.304525,104680.84636333334,4337.093261999999,1.0941209326939303,0.0453311631483153,1.6754365113935758e-08,N,N,
6,XS382412a;XS384313a,C12H15N5O;C12H15N5O,Cc1nccn1C1CN(C(=O)c2ccnn2C)C1;O=C(NC1CCCCC1)c1nc2ncccn2n1,ChemDivB03,ASTPP000927,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,3000.0,3000.0,15520.532553333333,3000.0,1.0,0.1932923364382681,1.0,N,N,
6,XS382412a;XS384313a,C12H15N5O;C12H15N5O,Cc1nccn1C1CN(C(=O)c2ccnn2C)C1;O=C(NC1CCCCC1)c1nc2ncccn2n1,ChemDivB03,ASTPP000927,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,6066.255859,8926.164063,5997.473307333334,15520.532553333333,3000.0,1.9991577691111115,0.3864218761002025,0.9859545560476884,N,N,
6,XS386949a;XS386988a;XS384729a,C10H15N5;C10H15N5;C10H15N5,CCc1nnc2ccc(NC(C)C)nn12;CCCNc1ccc2nnc(CC)n2n1;Cn1nccc1CNCc1ccnn1C,ChemDivB04,ASTPP000929,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,3000.0,3000.0,36569.32682333333,3000.0,1.0,0.08203596458018,1.0,N,N,
6,XS386949a;XS386988a;XS384729a,C10H15N5;C10H15N5;C10H15N5,CCc1nnc2ccc(NC(C)C)nn12;CCCNc1ccc2nnc(CC)n2n1;Cn1nccc1CNCc1ccnn1C,ChemDivB04,ASTPP000929,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,6736.482422,11356.81543,13780.04102,10624.446290666669,36569.32682333333,3000.0,3.5414820968888887,0.2905288998617185,0.6365925329565888,N,N,
6,XS386437a,C19H28N4O3,CC(=O)N(CCN1CCOCC1)C1CCN(C(=O)c2cncc(C)c2)C1,ChemDivB04,ASTPP000929,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,27657.37695,23823.08203,21067.08398,24182.51432,24659.11198,3000.0,8.060838106666667,0.9806725538054027,0.0050122618482186,N,N,
6,XS386437a,C19H28N4O3,CC(=O)N(CCN1CCOCC1)C1CCN(C(=O)c2cncc(C)c2)C1,ChemDivB04,ASTPP000929,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,3000.0,3000.0,24659.11198,3000.0,1.0,0.1216588822190019,1.0,N,N,
6,XS382633a,C19H23FN6O2,O=C(c1cn(C[C@@H]2C[C@H](F)CN2C(=O)Cc2cccnc2)nn1)N1CCCC1,ChemDivB04,ASTPP000929,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,647705.3125,358900.0625,254110.125,420238.5,517834.90626666666,2847.505615333333,147.58127174081312,0.8115298812699042,0.2315551313105621,N,N,
6,XS382633a,C19H23FN6O2,O=C(c1cn(C[C@@H]2C[C@H](F)CN2C(=O)Cc2cccnc2)nn1)N1CCCC1,ChemDivB04,ASTPP000929,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,3000.0,3000.0,517834.90626666666,2847.505615333333,1.0535536730271962,0.0057933522126357,1.0,N,N,
6,XS381029a;XS383536a,C11H13N3O;C11H13N3O,CC(=O)NCCc1nc2ccccc2[nH]1;Cc1ccc2c(=O)n(N)c(C)nc2c1C,ChemDivB05,ASTPP000931,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,3000.0,3000.0,46694.91797,3000.0,1.0,0.0642468202198664,1.0,N,N,
6,XS381029a;XS383536a,C11H13N3O;C11H13N3O,CC(=O)NCCc1nc2ccccc2[nH]1;Cc1ccc2c(=O)n(N)c(C)nc2c1C,ChemDivB05,ASTPP000931,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,5610.82373,3000.0,6799.274902,5136.699544,46694.91797,3000.0,1.7122331813333334,0.1100055373756126,0.0061810817516692,N,N,
6,XS386359a,C19H28N4O3,CC(=O)N(CCN1CCOCC1)C1CCN(C(=O)c2cccc(C)n2)C1,ChemDivB05,ASTPP000931,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,23669.11133,23480.45898,15640.16797,20929.91276,49496.87534333334,3000.0,6.976637586666667,0.4228532127497017,0.2714511808957952,N,N,
6,XS386359a,C19H28N4O3,CC(=O)N(CCN1CCOCC1)C1CCN(C(=O)c2cccc(C)n2)C1,ChemDivB05,ASTPP000931,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,4009.91333,3000.0,3000.0,3336.6377766666665,49496.87534333334,3000.0,1.112212592222222,0.0674110790534189,1.6045825566936373e-06,N,N,
6,XS386481a;XS025009d,C21H30N4O4;C21H30N4O4,Cc1noc(C)c1C(=O)N1CCC(CN2CC(C(=O)N3CCCC3)CC2=O)CC1;COCCN1CCN(C2CCN(C(=O)NCCc3ccccc3)CC2)C(=O)C1=O,ChemDivB06,ASTPP000933,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,49083.73438,66812.66406,65419.85547,60438.75130333333,178412.49483333333,3000.0,20.146250434444443,0.3387585121759162,0.4855841023505167,N,N,
6,XS386481a;XS025009d,C21H30N4O4;C21H30N4O4,Cc1noc(C)c1C(=O)N1CCC(CN2CC(C(=O)N3CCCC3)CC2=O)CC1;COCCN1CCN(C2CCN(C(=O)NCCc3ccccc3)CC2)C(=O)C1=O,ChemDivB06,ASTPP000933,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,3000.0,3000.0,178412.49483333333,3000.0,1.0,0.0168149658060804,1.0,N,N,
6,XS386523a,C21H30N4O4,Cc1noc(C)c1C(=O)N1CCC(CN2CC(C(=O)NCC3CC3)CC2=O)CC1,ChemDivB07,ASTPP000935,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,50907.63672,75195.33594,36448.63281,54183.86849,152661.96873333337,3000.0,18.061289496666667,0.3549270911385088,0.9080823560772864,N,N,
6,XS386523a,C21H30N4O4,Cc1noc(C)c1C(=O)N1CCC(CN2CC(C(=O)NCC3CC3)CC2=O)CC1,ChemDivB07,ASTPP000935,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,3000.0,3000.0,152661.96873333337,3000.0,1.0,0.0196512597400098,1.0,N,N,
6,XS382342a,C13H19N5O,Cc1cc(C(=O)NCCn2c(C)cnc2C)n(C)n1,ChemDivB08,ASTPP000937,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,11799.21484,16749.89453,19565.57422,16038.227863333334,36159.85026,5879.839355333333,2.727664293886838,0.4435368992961458,0.833146591274301,N,N,
6,XS382342a,C13H19N5O,Cc1cc(C(=O)NCCn2c(C)cnc2C)n(C)n1,ChemDivB08,ASTPP000937,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,4696.019531,5525.884277,7417.614258,5879.839355333333,36159.85026,5879.839355333333,1.0,0.1626068502235366,1.0686838891870782e-06,N,N,
6,XS385393a,C17H20N4O3,COc1cccc(CNC(=O)c2cnc(N3CCOCC3)nc2)c1,ChemDivB08,ASTPP000937,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,15330.66992,6777.117676,3000.0,8369.262532,27400.79492333333,3000.0,2.7897541773333336,0.3054386763382947,0.7010070259337693,N,N,
6,XS385393a,C17H20N4O3,COc1cccc(CNC(=O)c2cnc(N3CCOCC3)nc2)c1,ChemDivB08,ASTPP000937,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,3000.0,3000.0,27400.79492333333,3000.0,1.0,0.1094858747125372,1.0,N,N,
6,XS382523a,C16H20N2O4,O=C([C@@H]1COCC(=O)N1Cc1ccccc1)N1CCOCC1,ChemDivC01,ASTPP000938,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,24062.77148,20238.78906,3000.0,15767.186846666666,18306.898436666663,3000.0,5.255728948888889,0.8612702419917705,0.2865211728600783,N,N,
6,XS382523a,C16H20N2O4,O=C([C@@H]1COCC(=O)N1Cc1ccccc1)N1CCOCC1,ChemDivC01,ASTPP000938,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,3000.0,3000.0,18306.898436666663,3000.0,1.0,0.163872652179647,1.0,N,N,
6,XS383729a;XS384704a,C11H17N3O2;C11H17N3O2,O=C(NCCCn1ccnc1)C1CCCO1;CC1CN(C(=O)c2ccnn2C)CC(C)O1,ChemDivC03,ASTPP000939,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,34490.92578,3000.0,13496.97526,17879.790363333334,3000.0,4.498991753333333,0.7548732387645151,0.6908503693182511,N,N,
6,XS383729a;XS384704a,C11H17N3O2;C11H17N3O2,O=C(NCCCn1ccnc1)C1CCCO1;CC1CN(C(=O)c2ccnn2C)CC(C)O1,ChemDivC03,ASTPP000939,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,3000.0,3000.0,17879.790363333334,3000.0,1.0,0.1677872021448415,1.0,N,N,
6,XS382625a,C20H28N4O2,Cc1n[nH]c(C)c1CCC(=O)N[C@@H]1CN(Cc2ccccc2)C[C@H]1CO,ChemDivC04,ASTPP000941,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,24974.34961,3000.0,3000.0,10324.783203333334,68128.60026333334,3000.0,3.4415944011111117,0.1515484416739163,0.4337558588739241,N,N,
6,XS382625a,C20H28N4O2,Cc1n[nH]c(C)c1CCC(=O)N[C@@H]1CN(Cc2ccccc2)C[C@H]1CO,ChemDivC04,ASTPP000941,448,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,3000.0,3000.0,68128.60026333334,3000.0,1.0,0.0440343701236232,1.0,N,N,
6,Z2273480274,C16H23N5O2S,CCC(CNS(C)(=O)=O)Nc1cc(N(C)c2ccccc2)ncn1,Chiral6kA01,ASTPP000949,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,28247.61914,15295.79297,15514.470703333332,35034.9375,3000.0,5.171490234444444,0.4428285537353487,0.7265846706114724,N,N,
6,Z2273480274,C16H23N5O2S,CCC(CNS(C)(=O)=O)Nc1cc(N(C)c2ccccc2)ncn1,Chiral6kA01,ASTPP000949,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,3000.0,3000.0,35034.9375,3000.0,1.0,0.0856288098130616,1.0,N,N,
6,Z8762712896,C17H18N4O,CN(CC1Cc2ccccc2CO1)c1nccnc1CC#N,Chiral6kA05,ASTPP000953,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,3000.0,3000.0,11841.506186666666,3000.0,1.0,0.2533461497810091,1.0,N,N,
6,Z8762712896,C17H18N4O,CN(CC1Cc2ccccc2CO1)c1nccnc1CC#N,Chiral6kA05,ASTPP000953,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,13507.31055,3000.0,3000.0,6502.436850000001,11841.506186666666,3000.0,2.1674789500000005,0.5491224467138845,0.726720049687033,N,N,
6,Z1759079294,C21H28N6,CN(Cc1nccc(N)n1)C1CCCN(Cc2cccc3cc[nH]c23)CC1,Chiral6kA05,ASTPP000953,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,12739.36133,3000.0,3000.0,6246.453776666666,10558.08659,3000.0,2.0821512588888886,0.5916274434217029,0.7461319837740845,N,N,
6,Z1759079294,C21H28N6,CN(Cc1nccc(N)n1)C1CCCN(Cc2cccc3cc[nH]c23)CC1,Chiral6kA05,ASTPP000953,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,3000.0,3000.0,10558.08659,3000.0,1.0,0.284142394024446,1.0,N,N,
6,Z1558549915;Z2788076975;Z282130566,C14H18N2O2;C14H18N2O2;C14H18N2O2,O=C1CCC2CN(Cc3cccc(O)c3)CCN12;CC1(C)CC2(CCO1)NC(=O)c1ccccc1N2;COCC(C)NC(=O)c1c(C)[nH]c2ccccc12,Chiral6kA06,ASTPP000954,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,3000.0,3000.0,6540.218100000001,3000.0,1.0,0.4587002993065322,1.0,N,N,
6,Z1558549915;Z2788076975;Z282130566,C14H18N2O2;C14H18N2O2;C14H18N2O2,O=C1CCC2CN(Cc3cccc(O)c3)CCN12;CC1(C)CC2(CCO1)NC(=O)c1ccccc1N2;COCC(C)NC(=O)c1c(C)[nH]c2ccccc12,Chiral6kA06,ASTPP000954,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,9619.588867,3000.0,3000.0,5206.5296223333335,6540.218100000001,3000.0,1.7355098741111112,0.7960788987042088,0.4911005613814489,N,N,
6,Z1222035429,C17H23ClN2O3,C=CCCOC(C)C(=O)OC1CCN(c2ccc(Cl)cn2)CC1,Chiral6kA07,ASTPP000955,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,19762.71289,44791.34375,18408.42383,27654.160156666665,50016.42122333333,3000.0,9.218053385555557,0.5529016167147447,0.5820178379088679,N,N,
6,Z1222035429,C17H23ClN2O3,C=CCCOC(C)C(=O)OC1CCN(c2ccc(Cl)cn2)CC1,Chiral6kA07,ASTPP000955,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,3000.0,3000.0,50016.42122333333,3000.0,1.0,0.059980301001633,1.0,N,N,
6,Z972752988,C18H13F3N4,Cn1ccnc1C(Nc1c(F)cc(C#N)cc1F)c1ccc(F)cc1,Chiral6kA07,ASTPP000955,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,13115.54004,3000.0,3000.0,6371.84668,13481.153646666668,3000.0,2.123948893333333,0.4726484726012669,0.6991203880880623,N,N,
6,Z972752988,C18H13F3N4,Cn1ccnc1C(Nc1c(F)cc(C#N)cc1F)c1ccc(F)cc1,Chiral6kA07,ASTPP000955,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,13115.54004,13496.84082,6876.062012,11162.814290666667,13481.153646666668,3000.0,3.720938096888889,0.8280310857095505,0.2623850032398798,N,N,
6,Z5463856120,C17H20N6O,Cc1cc(NC(=O)C(N)Cc2cnn(C)c2)ccc1-n1ccnc1,Chiral6kA08,ASTPP000956,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,64050.87891,20930.26563,29327.04818,63640.088546666666,27561.105466666664,1.064073725760715,0.4608266400901494,0.6978562047233163,N,N,
6,Z5463856120,C17H20N6O,Cc1cc(NC(=O)C(N)Cc2cnn(C)c2)ccc1-n1ccnc1,Chiral6kA08,ASTPP000956,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,28414.53125,39209.32422,22654.875,30092.91015666667,63640.088546666666,27561.105466666664,1.0918615072629092,0.4728609095915985,0.2642240225180174,N,N,
6,Z7055445759,C16H20N6O3,CC(C)(C)c1ccc(C(=O)N2CCC(c3nn[nH]n3)C2)c([N+](=O)[O-])c1,Chiral6kA08,ASTPP000956,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,37268.33594,45476.98828,48803.83984,43849.72135333333,58145.22005666667,3000.0,14.616573784444444,0.7541414635734225,0.0031012091504089,N,N,
6,Z7055445759,C16H20N6O3,CC(C)(C)c1ccc(C(=O)N2CCC(c3nn[nH]n3)C2)c([N+](=O)[O-])c1,Chiral6kA08,ASTPP000956,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,3000.0,3000.0,58145.22005666667,3000.0,1.0,0.051594954788653,1.0,N,N,
6,Z8846627480,C18H19FN6O2,O=C(Cc1cn[nH]c1)NCC1(F)CCN(C(=O)c2cc3cccn3cn2)C1,Chiral6kA08,ASTPP000956,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,19849.35547,3000.0,23148.59766,15332.651043333331,38671.34244666667,3000.0,5.110883681111111,0.3964861334844855,0.9770892408079128,N,N,
6,Z8846627480,C18H19FN6O2,O=C(Cc1cn[nH]c1)NCC1(F)CCN(C(=O)c2cc3cccn3cn2)C1,Chiral6kA08,ASTPP000956,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,14060.54297,6686.847656666668,38671.34244666667,3000.0,2.2289492188888893,0.1729148054761427,0.1273793593823581,N,N,
6,Z2581567607;Z3808183606,C16H14F3NO4;C14H19N3O3S2,COc1cc(-c2ccccc2OC(C)C(=O)O)cnc1C(F)(F)F;CC1(C)COC(CNS(=O)(=O)c2cccc3scnc23)CN1,Chiral6kA09,ASTPP000957,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,18249.72461,8083.241536666667,35456.40755,3000.0,2.694413845555556,0.22797689036228,0.7173833649492282,N,N,
6,Z2581567607;Z3808183606,C16H14F3NO4;C14H19N3O3S2,COc1cc(-c2ccccc2OC(C)C(=O)O)cnc1C(F)(F)F;CC1(C)COC(CNS(=O)(=O)c2cccc3scnc23)CN1,Chiral6kA09,ASTPP000957,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,3000.0,3000.0,35456.40755,3000.0,1.0,0.0846109407945363,1.0,N,N,
6,Z56790510,C19H28N3PS,Cc1nn(-c2ccccc2)c(C)c1P(=S)(N1CCCC1)C(C)(C)C,Chiral6kA09,ASTPP000957,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,3000.0,3000.0,3000.0,94735.28255333332,3000.0,1.0,0.0316671879699211,1.0,N,N,
6,Z56790510,C19H28N3PS,Cc1nn(-c2ccccc2)c(C)c1P(=S)(N1CCCC1)C(C)(C)C,Chiral6kA09,ASTPP000957,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,32358.95313,21002.8418,216717.4844,90026.42644333333,94735.28255333332,3000.0,30.008808814444443,0.9502945894804394,0.4630239662604863,N,N,
6,Z2953892338,C24H33N3O2,CCOc1ccc2ccccc2c1C(=O)N(C)C1CCN(C2CCN(C)CC2)C1,Chiral6kA09,ASTPP000957,584,2,FLN5_NA_NA_NA,,,N_His,250 uL,1,0.2,,3000.0,22429.625,3000.0,9476.541666666666,26817.33463333333,3000.0,3.158847222222222,0.3533737336777511,0.9626774790681898,N,N,
